77,女性,40代,奈良県,1,\510,1,8,
78,男性,50代,滋賀県,1,\810,1,20,
79,男性,40代,埼玉県,1,\610,1,14,
80,男性,60代,秋田県,1,\610,3,14,
81,男性,50代,宮城県,1,\710,3,25,
82,女性,60代,静岡県,1,\310,1,16,
83,男性,40代,鹿児島県,1,\610,1,15,
84,女性,30代,和歌山県,1,\810,1,25,
85,男性,30代,香川県,1,\410,1,16,
86,女性,20代,群馬県,1,\510,2,29,
87,女性,20代,福島県,1,\310,1,27,
88,男性,50代,鹿児島県,1,\610,2,23,
89,女性,50代,石川県,1,\310,1,14,
90,男性,20代,鹿児島県,1,\510,1,24,
91,男性,20代,兵庫県,1,\810,2,15,
92,男性,40代,沖縄県,1,\410,2,30,
93,男性,30代,東京都,1,\410,1,13,
94,女性,20代,徳島県,1,\310,3,20,
95,男性,50代,鹿児島県,1,\710,1,15,
96,男性,20代,岡山県,1,\410,2,30,
97,男性,20代,青森県,1,\810,1,16,
98,女性,60代,大分県,1,\410,1,23,
99,男性,50代,石川県,1,\810,3,7,
100,女性,20代,東京都,1,\410,1,22,
101,男性,30代,福岡県,1,\510,2,17,
102,男性,30代,長野県,1,\610,2,22,
103,女性,20代,東京都,1,\810,1,13,
104,女性,60代,石川県,1,\510,2,7,
105,女性,30代,岐阜県,1,\610,2,11,
106,女性,60代,埼玉県,1,\410,3,8,
107,男性,60代,熊本県,1,\310,3,17,
108,女性,40代,山梨県,1,\310,2,19,
109,男性,40代,兵庫県,1,\810,1,30,
110,女性,60代,三重県,1,\510,1,14,
111,男性,60代,千葉県,1,\810,1,16,
112,男性,40代,香川県,1,\610,1,9,
113,男性,20代,愛媛県,1,\510,3,11,
114,男性,70代,兵庫県,1,\810,1,25,
115,男性,40代,滋賀県,1,\310,3,10,
116,女性,30代,佐賀県,1,\610,2,24,
117,女性,60代,北海道,1,\510,3,23,
118,女性,50代,栃木県,1,\410,3,30,
119,男性,30代,広島県,1,\310,2,30,
120,男性,30代,山梨県,1,\410,1,17,
121,男性,50代,熊本県,1,\710,3,27,
122,男性,20代,岡山県,1,\410,3,7,
123,女性,30代,静岡県,1,\310,1,12,
124,男性,40代,秋田県,1,\310,1,8,
125,男性,40代,宮城県,1,\410,2,20,
126,男性,50代,石川県,1,\310,2,30,
127,男性,20代,佐賀県,1,\510,2,14,
128,女性,20代,福岡県,1,\610,1,25,
129,女性,20代,佐賀県,1,\810,1,13,
130,男性,70代,秋田県,1,\910,2,12,
131,男性,20代,福井県,1,\610,1,26,
132,男性,20代,岩手県,1,\410,1,8,
133,女性,50代,山梨県,1,\310,1,8,
134,女性,60代,岐阜県,1,\610,1,28,
135,男性,40代,沖縄県,1,\310,2,11,
136,男性,60代,兵庫県,1,\410,2,15,
137,男性,40代,岡山県,1,\310,2,21,
138,男性,50代,石川県,1,\510,3,9,
139,男性,60代,大分県,1,\410,3,13,
140,女性,20代,山形県,1,\810,1,11,
141,男性,40代,大分県,1,\510,1,7,
142,男性,40代,北海道,1,\410,3,15,
143,女性,20代,兵庫県,1,\310,1,26,
144,男性,50代,大阪府,1,\410,3,22,
145,男性,50代,東京都,1,\610,1,17,
146,男性,20代,鹿児島県,1,\610,3,27,
147,男性,20代,愛媛県,1,\410,2,12,
148,男性,50代,長崎県,1,\610,2,8,
149,男性,20代,山形県,1,\810,2,21,
150,男性,40代,兵庫県,1,\510,1,18,
151,女性,30代,熊本県,1,\810,1,7,
152,女性,50代,島根県,1,\610,2,19,
153,女性,30代,千葉県,1,\710,2,16,
154,女性,30代,岩手県,1,\610,2,20,
155,男性,50代,埼玉県,1,\310,3,22,
156,男性,20代,山梨県,1,\610,1,20,
157,男性,30代,埼玉県,1,\610,1,14,
158,女性,40代,大分県,1,\410,2,27,
159,女性,40代,石川県,1,\610,3,12,
160,女性,30代,広島県,1,\710,3,27,
161,男性,60代,新潟県,1,\710,3,24,
162,男性,50代,長崎県,1,\310,3,14,
163,女性,60代,山梨県,1,\610,2,8,
164,男性,30代,香川県,1,\510,2,14,
165,男性,60代,宮城県,1,\510,1,9,
166,男性,20代,香川県,1,\410,2,7,
167,男性,20代,栃木県,1,\410,3,29,
168,男性,40代,山形県,1,\310,2,18,
169,男性,50代,鹿児島県,1,\410,3,18,
170,女性,30代,長野県,1,\410,2,19,
171,男性,40代,栃木県,1,\410,3,28,
172,男性,70代,岐阜県,1,\610,1,9,
173,女性,20代,佐賀県,1,\710,1,8,
174,女性,40代,愛媛県,1,\510,2,29,
175,女性,20代,青森県,1,\410,3,27,
176,男性,30代,埼玉県,1,\410,3,12,
177,男性,40代,富山県,1,\810,3,28,
178,女性,10代,愛媛県,1,\610,2,17,
179,男性,60代,大阪府,1,\610,2,7,
180,男性,40代,福井県,1,\510,2,15,
181,女性,50代,山梨県,1,\410,1,21,
182,男性,20代,群馬県,1,\710,3,21,
183,女性,50代,福岡県,1,\710,1,26,
184,男性,60代,富山県,1,\610,2,22,
185,男性,50代,宮城県,1,\510,2,17,
186,女性,20代,山梨県,1,\710,3,30,
187,女性,50代,東京都,1,\510,3,29,
188,男性,20代,鹿児島県,1,\610,3,13,
189,男性,30代,群馬県,1,\810,3,29,
190,女性,20代,富山県,1,\610,1,7,
191,男性,40代,佐賀県,1,\510,2,19,
192,男性,50代,香川県,1,\610,1,7,
193,女性,40代,群馬県,1,\310,2,17,
194,男性,60代,広島県,1,\610,3,15,
195,男性,40代,広島県,1,\510,1,10,
196,女性,20代,鳥取県,1,\810,1,26,
197,女性,30代,群馬県,1,\610,3,16,
198,女性,50代,青森県,1,\510,1,29,
199,男性,30代,大阪府,1,\410,2,23,
200,男性,60代,静岡県,1,\610,1,7,
201,男性,10代,山梨県,1,\510,2,23,
202,女性,50代,群馬県,1,\610,1,28,
203,女性,40代,栃木県,1,\710,3,13,
204,女性,50代,秋田県,1,\310,2,10,
205,男性,30代,島根県,1,\610,2,19,
206,男性,20代,長崎県,1,\510,1,16,
207,男性,20代,石川県,1,\710,2,25,
208,女性,60代,広島県,1,\710,3,9,
209,女性,60代,宮城県,1,\610,2,19,
210,男性,70代,山形県,1,\510,1,11,
211,男性,40代,徳島県,1,\410,3,22,
212,男性,50代,香川県,1,\610,2,9,
213,女性,30代,新潟県,1,\710,3,15,
214,女性,40代,富山県,1,\410,2,28,
215,女性,50代,和歌山県,1,\810,1,28,
216,女性,60代,広島県,1,\310,1,22,
217,男性,40代,三重県,1,\510,2,17,
218,男性,20代,岡山県,1,\310,2,26,
219,女性,50代,島根県,1,\610,3,29,
220,男性,60代,静岡県,1,\510,3,9,
221,女性,30代,北海道,1,\310,1,9,
222,男性,40代,長野県,1,\310,3,15,
223,女性,60代,岩手県,1,\810,2,14,
224,男性,40代,福井県,1,\310,2,19,
225,男性,50代,大阪府,1,\310,1,13,
226,男性,60代,埼玉県,1,\810,1,20,
227,女性,60代,長崎県,1,\810,1,7,
228,男性,60代,千葉県,1,\410,1,24,
229,男性,40代,青森県,1,\610,3,21,
230,女性,20代,鳥取県,1,\710,3,27,
231,男性,20代,秋田県,1,\310,2,13,
232,男性,50代,島根県,1,\310,2,20,
233,女性,40代,長崎県,1,\610,3,11,
234,男性,30代,茨城県,1,\610,1,12,
235,男性,30代,宮城県,1,\410,1,27,
236,女性,30代,沖縄県,1,\310,3,18,
237,女性,30代,岐阜県,1,\810,2,17,
238,男性,10代,神奈川県,1,\710,1,11,
239,女性,20代,山口県,1,\810,3,26,
240,女性,60代,高知県,1,\410,3,19,
241,男性,60代,愛知県,1,\410,1,12,
242,女性,50代,愛媛県,1,\510,2,28,
243,男性,20代,静岡県,1,\810,3,29,
244,女性,60代,徳島県,1,\710,1,28,
245,女性,50代,北海道,1,\810,1,13,
246,女性,40代,山口県,1,\410,1,9,
247,女性,20代,京都府,1,\810,3,22,
248,女性,60代,愛媛県,1,\510,3,27,
249,女性,40代,岐阜県,1,\710,3,17,
250,男性,30代,山口県,1,\710,2,13,
251,女性,50代,宮城県,1,\310,2,15,
252,女性,60代,和歌山県,1,\710,2,7,
253,女性,30代,滋賀県,1,\510,2,23,
254,女性,20代,福井県,1,\710,2,22,
255,男性,30代,群馬県,1,\310,3,13,
256,女性,30代,北海道,1,\410,1,28,
257,男性,40代,福岡県,1,\310,1,9,
258,女性,40代,愛媛県,1,\610,2,17,
259,男性,60代,石川県,1,\810,3,20,
260,男性,60代,長野県,1,\510,3,12,
261,女性,10代,山形県,1,\310,1,12,
262,女性,60代,鳥取県,1,\410,2,27,
263,女性,30代,熊本県,1,\610,3,11,
264,男性,20代,岩手県,1,\510,3,29,
265,女性,60代,岩手県,1,\810,2,13,
266,女性,40代,宮城県,1,\310,1,24,
267,男性,60代,埼玉県,1,\710,3,13,
268,女性,50代,大阪府,1,\410,3,26,
269,男性,50代,宮崎県,1,\710,1,23,
270,女性,50代,宮城県,1,\710,1,8,
271,女性,40代,香川県,1,\510,2,21,
272,女性,30代,群馬県,1,\410,3,30,
273,女性,60代,福井県,1,\510,2,17,
274,男性,60代,鳥取県,1,\310,1,7,
275,女性,50代,栃木県,1,\310,3,14,
276,男性,40代,岡山県,1,\510,2,16,
277,女性,30代,東京都,1,\510,3,10,
278,男性,70代,福島県,1,\410,2,13,
279,男性,50代,熊本県,1,\810,3,11,
280,女性,60代,鳥取県,1,\810,1,23,
281,女性,50代,福井県,1,\310,2,27,
282,女性,60代,島根県,1,\410,2,29,
283,男性,50代,広島県,1,\510,1,27,
284,女性,30代,静岡県,1,\810,1,26,
285,男性,50代,岩手県,1,\610,2,23,
286,女性,20代,三重県,1,\510,1,11,
287,女性,30代,愛知県,1,\610,2,21,
288,男性,40代,鹿児島県,1,\310,3,25,
289,男性,60代,三重県,1,\810,3,30,
290,男性,40代,神奈川県,1,\610,2,18,
291,女性,40代,東京都,1,\510,2,14,
292,女性,30代,兵庫県,1,\810,3,21,
293,女性,30代,奈良県,1,\610,1,8,
294,男性,10代,三重県,1,\810,1,16,
295,女性,50代,鳥取県,1,\710,3,25,
296,女性,30代,青森県,1,\310,2,13,
297,女性,30代,山口県,1,\810,3,30,
298,男性,40代,福井県,1,\310,3,24,
299,男性,50代,高知県,1,\410,3,17,
300,女性,20代,富山県,1,\810,2,7,
301,男性,30代,秋田県,1,\610,3,28,
302,男性,70代,鳥取県,1,\510,3,17,
303,女性,30代,滋賀県,1,\410,1,21,
304,女性,20代,愛知県,1,\310,3,26,
305,女性,50代,京都府,1,\310,2,23,
306,女性,20代,佐賀県,1,\410,3,25,
307,女性,50代,新潟県,1,\710,3,8,
308,女性,20代,島根県,1,\410,2,26,
309,男性,60代,石川県,1,\610,2,8,
310,女性,40代,兵庫県,1,\610,1,26,
311,女性,40代,愛媛県,1,\610,3,8,
312,女性,60代,佐賀県,1,\310,3,21,
313,男性,20代,新潟県,1,\710,3,21,
314,男性,30代,広島県,1,\410,2,14,
315,男性,50代,岡山県,1,\610,1,26,
316,女性,20代,埼玉県,1,\410,1,22,
317,女性,40代,山梨県,1,\610,3,17,
318,男性,50代,長崎県,1,\310,2,30,
319,男性,50代,高知県,1,\810,3,10,
320,女性,40代,群馬県,1,\410,3,9,
321,男性,20代,山口県,1,\610,2,20,
322,男性,20代,栃木県,1,\310,2,13,
323,女性,20代,島根県,1,\510,2,10,
324,男性,40代,東京都,1,\610,1,9,
325,男性,40代,青森県,1,\410,2,21,
326,男性,20代,福井県,1,\410,2,13,
327,女性,60代,熊本県,1,\810,1,29,
328,女性,60代,東京都,1,\810,2,22,
329,男性,20代,長野県,1,\810,1,7,
330,女性,20代,新潟県,1,\810,2,10,
331,女性,40代,愛媛県,1,\510,3,20,
332,男性,40代,島根県,1,\710,1,7,
333,女性,20代,千葉県,1,\510,2,8,
334,男性,50代,茨城県,1,\510,3,12,
335,男性,60代,広島県,1,\610,1,12,
336,男性,60代,長崎県,1,\410,2,29,
337,男性,30代,栃木県,1,\510,2,29,
338,男性,50代,徳島県,1,\410,3,30,
339,女性,30代,愛媛県,1,\710,2,25,
340,女性,50代,京都府,1,\810,2,26,
341,女性,40代,滋賀県,1,\810,2,24,
342,女性,50代,愛知県,1,\710,2,11,
343,男性,30代,新潟県,1,\610,3,21,
344,女性,40代,神奈川県,1,\810,1,30,
345,男性,30代,沖縄県,1,\710,1,19,
346,女性,10代,秋田県,1,\510,1,26,
347,男性,50代,兵庫県,1,\510,1,29,
348,女性,60代,大分県,1,\310,3,14,
349,女性,10代,山口県,1,\610,3,12,
350,男性,70代,広島県,1,\610,3,8,
351,女性,30代,広島県,1,\610,2,29,
352,男性,40代,神奈川県,1,\410,2,20,
353,男性,60代,和歌山県,1,\310,1,26,
354,男性,70代,香川県,1,\410,3,18,
355,女性,10代,香川県,1,\410,2,20,
356,男性,50代,徳島県,1,\810,2,14,
357,女性,40代,東京都,1,\610,1,7,
358,女性,60代,兵庫県,1,\410,2,27,
359,女性,20代,山形県,1,\510,2,24,
360,女性,50代,栃木県,1,\810,2,19,
361,女性,20代,群馬県,1,\610,3,19,
362,男性,20代,島根県,1,\810,2,30,
363,女性,50代,北海道,1,\710,3,22,
364,男性,60代,大分県,1,\510,1,7,
365,女性,30代,秋田県,1,\710,1,29,
366,男性,60代,山梨県,1,\710,1,23,
367,男性,20代,愛知県,1,\710,1,20,
368,女性,30代,愛媛県,1,\510,2,28,
369,女性,20代,愛知県,1,\810,3,21,
370,女性,20代,滋賀県,1,\310,3,21,
371,女性,60代,神奈川県,1,\810,2,10,
372,女性,30代,富山県,1,\310,3,10,
373,女性,30代,三重県,1,\610,1,24,
374,女性,50代,滋賀県,1,\610,1,22,
375,女性,30代,長崎県,1,\810,1,12,
376,男性,60代,千葉県,1,\510,2,24,
377,女性,30代,山梨県,1,\810,3,28,
378,男性,40代,福井県,1,\810,1,30,
379,女性,40代,栃木県,1,\310,3,17,
380,男性,40代,岩手県,1,\710,2,11,
381,男性,30代,埼玉県,1,\710,3,8,
382,男性,30代,兵庫県,1,\710,2,7,
383,女性,40代,和歌山県,1,\310,1,28,
384,男性,50代,宮崎県,1,\410,2,9,
385,男性,10代,新潟県,1,\410,3,27,
386,女性,50代,香川県,1,\710,2,25,
387,女性,10代,鳥取県,1,\610,3,30,
388,女性,50代,栃木県,1,\310,3,27,
389,男性,30代,兵庫県,1,\510,1,10,
390,男性,40代,新潟県,1,\410,1,12,
391,女性,70代,長野県,1,\410,2,19,
392,女性,20代,静岡県,1,\810,3,11,
393,女性,60代,熊本県,1,\810,2,14,
394,女性,40代,奈良県,1,\410,3,7,
395,男性,40代,山口県,1,\810,1,12,
396,男性,60代,岡山県,1,\810,3,23,
397,女性,20代,和歌山県,1,\410,1,12,
398,男性,30代,岡山県,1,\810,2,25,
399,男性,10代,秋田県,1,\810,2,8,
400,女性,40代,福岡県,1,\710,2,9,
401,女性,60代,鳥取県,1,\310,2,15,
402,女性,40代,大阪府,1,\810,3,14,
403,女性,30代,千葉県,1,\310,1,30,
404,女性,50代,高知県,1,\310,2,9,
405,女性,60代,新潟県,1,\610,3,17,
406,男性,60代,青森県,1,\610,3,12,
407,男性,40代,青森県,1,\310,1,30,
408,男性,40代,大阪府,1,\310,3,20,
409,男性,60代,岐阜県,1,\810,3,15,
410,男性,40代,高知県,1,\810,1,23,
411,男性,40代,大阪府,1,\710,3,14,
412,女性,30代,静岡県,1,\510,2,30,
413,男性,20代,滋賀県,1,\810,2,18,
414,男性,60代,福島県,1,\410,3,29,
415,女性,60代,群馬県,1,\710,1,26,
416,女性,60代,愛知県,1,\710,3,8,
417,男性,60代,京都府,1,\310,3,12,
418,女性,50代,秋田県,1,\410,1,8,
419,男性,20代,岩手県,1,\410,3,16,
420,男性,50代,岡山県,1,\410,2,29,
421,女性,30代,東京都,1,\410,3,26,
422,男性,50代,愛知県,1,\510,2,10,
423,男性,50代,宮城県,1,\510,3,11,
424,女性,10代,青森県,1,\610,3,16,
425,女性,50代,神奈川県,1,\410,2,20,
426,女性,30代,広島県,1,\610,1,8,
427,女性,50代,埼玉県,1,\410,3,10,
428,女性,30代,石川県,1,\310,1,30,
429,女性,50代,福井県,1,\710,3,13,
430,男性,40代,埼玉県,1,\610,1,15,
431,女性,60代,山形県,1,\610,3,30,
432,男性,30代,沖縄県,1,\610,1,20,
433,男性,60代,青森県,1,\510,2,23,
434,男性,20代,佐賀県,1,\710,2,15,
435,男性,60代,愛知県,1,\810,2,17,
436,男性,70代,長野県,1,\710,2,26,
437,男性,20代,富山県,1,\410,2,27,
438,女性,60代,和歌山県,1,\610,1,7,
439,女性,60代,秋田県,1,\510,1,22,
440,女性,50代,富山県,1,\710,1,14,
441,女性,60代,鹿児島県,1,\610,3,28,
442,女性,10代,群馬県,1,\510,2,10,
443,女性,30代,愛知県,1,\510,2,29,
444,女性,50代,京都府,1,\310,1,14,
445,女性,40代,和歌山県,1,\310,3,10,
446,女性,30代,北海道,1,\410,3,15,
447,女性,60代,群馬県,1,\610,1,19,
448,女性,60代,岡山県,1,\610,2,10,
449,女性,20代,京都府,1,\810,2,12,
450,女性,50代,大分県,1,\510,2,29,
451,男性,20代,三重県,1,\610,3,12,
452,男性,30代,青森県,1,\610,1,25,
453,女性,30代,栃木県,1,\510,2,16,
454,男性,30代,青森県,1,\610,2,24,
455,男性,50代,熊本県,1,\810,2,22,
456,男性,30代,千葉県,1,\610,3,15,
457,男性,20代,高知県,1,\710,3,16,
458,男性,40代,岐阜県,1,\810,3,8,
459,女性,30代,山口県,1,\810,3,29,
460,女性,20代,宮崎県,1,\810,1,28,
461,女性,10代,長崎県,1,\610,2,30,
462,男性,20代,京都府,1,\510,2,13,
463,女性,20代,広島県,1,\510,1,8,
464,男性,50代,茨城県,1,\510,1,15,
465,女性,30代,長野県,1,\710,1,8,
466,男性,60代,大阪府,1,\710,1,20,
467,女性,30代,佐賀県,1,\510,2,18,
468,女性,60代,富山県,1,\310,2,29,
469,女性,70代,岡山県,1,\410,2,24,
470,女性,40代,鹿児島県,1,\810,3,23,
471,男性,20代,京都府,1,\310,2,27,
472,女性,50代,愛知県,1,\510,1,17,
473,女性,50代,沖縄県,1,\810,3,17,
474,男性,50代,徳島県,1,\810,3,20,
475,男性,20代,広島県,1,\410,3,25,
476,男性,30代,広島県,1,\810,2,28,
477,女性,40代,福島県,1,\510,3,8,
478,女性,20代,長崎県,1,\710,2,22,
479,女性,20代,石川県,1,\810,2,17,
480,女性,20代,沖縄県,1,\710,1,29,
481,男性,20代,鹿児島県,1,\310,1,21,
482,男性,50代,大分県,1,\710,1,17,
483,女性,40代,徳島県,1,\310,3,18,
484,男性,60代,群馬県,1,\610,1,20,
485,男性,70代,徳島県,1,\610,3,25,
486,男性,30代,山梨県,1,\510,3,22,
487,男性,20代,宮城県,1,\810,2,24,
488,女性,40代,群馬県,1,\710,2,7,
489,女性,40代,長野県,1,\510,3,25,
490,女性,30代,鳥取県,1,\610,2,28,
491,男性,30代,島根県,1,\310,2,10,
492,男性,50代,栃木県,1,\410,2,23,
493,女性,40代,奈良県,1,\610,1,8,
494,男性,40代,石川県,1,\310,3,29,
495,女性,60代,栃木県,1,\310,3,30,
496,女性,30代,愛媛県,1,\510,3,28,
497,女性,50代,熊本県,1,\710,2,13,
498,女性,20代,青森県,1,\510,1,7,
499,男性,20代,山梨県,1,\410,2,24,
500,女性,60代,大分県,1,\310,3,22,
501,女性,60代,広島県,1,\310,2,11,
502,男性,30代,福岡県,1,\510,3,12,
503,女性,20代,千葉県,1,\610,2,15,
504,女性,30代,鹿児島県,1,\710,2,30,
505,男性,50代,秋田県,1,\610,3,12,
506,女性,40代,静岡県,1,\710,3,18,
507,女性,20代,秋田県,1,\710,2,21,
508,男性,40代,青森県,1,\610,3,20,
509,男性,50代,滋賀県,1,\410,1,18,
510,男性,40代,大分県,1,\510,2,24,
511,女性,50代,三重県,1,\410,2,10,
512,女性,60代,島根県,1,\610,2,19,
513,女性,40代,千葉県,1,\810,3,19,
514,男性,60代,長崎県,1,\810,2,9,
515,女性,20代,新潟県,1,\710,2,30,
516,男性,70代,京都府,1,\910,1,11,
517,女性,30代,埼玉県,1,\610,2,11,
518,女性,30代,岩手県,1,\310,3,19,
519,男性,60代,山形県,1,\710,1,8,
520,女性,20代,三重県,1,\310,1,21,
521,女性,20代,滋賀県,1,\310,2,28,
522,女性,30代,愛知県,1,\810,2,26,
523,女性,60代,沖縄県,1,\710,3,7,
524,男性,20代,山口県,1,\810,2,12,
525,女性,40代,岡山県,1,\810,3,8,
526,女性,30代,愛知県,1,\410,1,26,
527,女性,20代,佐賀県,1,\310,1,16,
528,女性,20代,宮崎県,1,\610,1,12,
529,女性,60代,奈良県,1,\810,3,28,
530,女性,20代,熊本県,1,\410,1,13,
531,女性,60代,富山県,1,\810,3,12,
532,女性,60代,東京都,1,\510,1,27,
533,男性,50代,高知県,1,\710,3,14,
534,女性,60代,愛知県,1,\310,3,9,
535,女性,30代,千葉県,1,\810,1,24,
536,女性,20代,沖縄県,1,\510,1,23,
537,男性,30代,千葉県,1,\810,3,25,
538,男性,50代,岐阜県,1,\510,2,8,
539,男性,30代,岐阜県,1,\610,1,22,
540,男性,20代,群馬県,1,\810,3,9,
541,女性,30代,香川県,1,\810,3,30,
542,男性,20代,長野県,1,\610,2,22,
543,女性,20代,埼玉県,1,\710,2,19,
544,男性,60代,滋賀県,1,\810,3,18,
545,女性,40代,北海道,1,\310,1,21,
546,男性,50代,岐阜県,1,\310,1,10,
547,女性,30代,新潟県,1,\410,3,13,
548,女性,60代,熊本県,1,\510,1,12,
549,女性,10代,宮崎県,1,\810,3,26,
550,女性,30代,和歌山県,1,\510,3,20,
551,男性,60代,埼玉県,1,\810,2,18,
552,男性,50代,宮城県,1,\710,1,8,
553,女性,20代,兵庫県,1,\610,2,23,
554,男性,50代,愛知県,1,\510,3,26,
555,女性,60代,熊本県,1,\810,1,16,
556,男性,10代,佐賀県,1,\710,1,19,
557,女性,30代,静岡県,1,\310,1,18,
558,女性,30代,山形県,1,\610,3,22,
559,男性,40代,栃木県,1,\610,3,20,
560,女性,20代,山梨県,1,\410,2,17,
561,男性,20代,宮崎県,1,\810,2,7,
562,女性,40代,兵庫県,1,\310,1,18,
563,男性,50代,広島県,1,\710,2,7,
564,男性,60代,福島県,1,\710,3,21,
565,女性,40代,大阪府,1,\710,3,10,
566,男性,40代,群馬県,1,\810,2,14,
567,男性,50代,滋賀県,1,\710,3,16,
568,女性,50代,静岡県,1,\310,2,10,
569,男性,50代,岡山県,1,\410,1,30,
570,男性,20代,広島県,1,\610,3,28,
571,男性,20代,愛媛県,1,\510,3,12,
572,女性,30代,徳島県,1,\510,1,20,
573,女性,60代,石川県,1,\410,2,19,
574,女性,60代,鳥取県,1,\410,3,27,
575,女性,50代,福井県,1,\610,2,25,
576,男性,50代,広島県,1,\310,2,26,
577,女性,60代,宮城県,1,\410,2,19,
578,女性,50代,茨城県,1,\810,1,29,
579,女性,10代,広島県,1,\810,2,11,
580,女性,20代,栃木県,1,\610,3,21,
581,女性,50代,千葉県,1,\310,3,10,
582,男性,50代,岩手県,1,\310,3,20,
583,女性,60代,山口県,1,\710,1,19,
584,女性,40代,新潟県,1,\610,2,17,
585,女性,40代,滋賀県,1,\310,1,14,
586,女性,50代,宮崎県,1,\510,1,28,
587,男性,60代,香川県,1,\410,2,7,
588,女性,30代,茨城県,1,\610,2,25,
589,女性,50代,山口県,1,\610,2,13,
590,男性,40代,長野県,1,\810,3,16,
591,男性,60代,沖縄県,1,\810,3,15,
592,女性,20代,茨城県,1,\510,1,16,
593,男性,60代,岩手県,1,\510,2,18,
594,男性,40代,熊本県,1,\610,1,18,
595,女性,50代,群馬県,1,\510,3,16,
596,女性,40代,北海道,1,\310,2,25,
597,女性,20代,鹿児島県,1,\310,1,28,
598,女性,50代,福島県,1,\310,3,9,
599,男性,40代,群馬県,1,\810,3,23,
600,男性,20代,熊本県,1,\610,1,21,
601,男性,30代,東京都,1,\310,1,16,
602,女性,20代,埼玉県,1,\710,2,28,
603,女性,30代,栃木県,1,\710,2,21,
604,女性,60代,福井県,1,\310,3,24,
605,女性,40代,栃木県,1,\810,1,8,
606,男性,50代,青森県,1,\610,2,18,
607,男性,10代,群馬県,1,\710,1,10,
608,女性,50代,高知県,1,\810,2,23,
609,女性,60代,埼玉県,1,\510,2,19,
610,女性,30代,福岡県,1,\510,2,26,
